형태소,품사,분류,카운트
매일,NNP,BLACKPINK,3
매일매일,NNP,BLACKPINK,1
매일을,NNP,BLACKPINK,2
맨,NNP,BLACKPINK,2
머지않아,NNP,BLACKPINK,1
먼,NNP,BLACKPINK,1
멀리,NNP,BLACKPINK,2
멀쩡해,NNP,BLACKPINK,1
멈추지,NNP,BLACKPINK,1
멈춘,NNP,BLACKPINK,1
멈출,NNP,BLACKPINK,2
멈춰봐,NNP,BLACKPINK,1
멋대로,JJ,BLACKPINK,3
멋대로,NNP,BLACKPINK,1
멋있어,NNP,BLACKPINK,1
멍석,NNP,BLACKPINK,1
멜로디,NNP,BLACKPINK,2
모두,JJ,BLACKPINK,1
모두,NNP,BLACKPINK,2
모든,NNP,BLACKPINK,7
모래,NNP,BLACKPINK,1
모르게,NNP,BLACKPINK,4
모르겠지,NNP,BLACKPINK,2
모르는,NNP,BLACKPINK,1
모습을,NNP,BLACKPINK,1
모습이,NNP,BLACKPINK,1
몫을,NNP,BLACKPINK,1
몰라,NNP,BLACKPINK,5
몸매,NNP,BLACKPINK,1
몸매는,NN,BLACKPINK,1
몸이,NNP,BLACKPINK,1
못,NNP,BLACKPINK,3
못나,NNP,BLACKPINK,1
못된,NNP,BLACKPINK,1
못한,NNP,BLACKPINK,1
못할,NNP,BLACKPINK,1
못해,NNP,BLACKPINK,1
무감각해,NNP,BLACKPINK,1
무너졌어,NNP,BLACKPINK,1
무뎌져,NNP,BLACKPINK,1
무뎌져도,NNP,BLACKPINK,1
무얼,NNP,BLACKPINK,2
무엇도,NNP,BLACKPINK,1
무표정,NNP,BLACKPINK,1
문을,NNP,BLACKPINK,1
문제야,NNP,BLACKPINK,1
묻지마,NNP,BLACKPINK,2
물,NNP,BLACKPINK,2
물고기,NNP,BLACKPINK,1
뭐,NNP,BLACKPINK,1
뭐가,NNP,BLACKPINK,3
뭐라,NNP,BLACKPINK,1
뭔가,NNP,BLACKPINK,1
뭔데,NNP,BLACKPINK,3
뭘,NNP,BLACKPINK,3
미소를,JJ,BLACKPINK,1
미안하단,NNP,BLACKPINK,1
미워,NNP,BLACKPINK,1
미워하게,NNP,BLACKPINK,1
미친,NNP,BLACKPINK,1
미친듯한,NNP,BLACKPINK,1
미칠듯한,NNP,BLACKPINK,1
믿고,NNP,BLACKPINK,1
믿지마,NNP,BLACKPINK,1
밀치는,NNP,BLACKPINK,1
밉지만,NNP,BLACKPINK,2
바꿈,NNP,BLACKPINK,1
바뀌어가도,NNP,BLACKPINK,2
바뀌어도,NNP,BLACKPINK,1
바닥을,NNP,BLACKPINK,1
바라는,NNP,BLACKPINK,4
바라보고,NNP,BLACKPINK,2
바라보며,NNP,BLACKPINK,1
바라봄,NNP,BLACKPINK,1
바람,NNP,BLACKPINK,2
바람처럼,NNP,BLACKPINK,1
바로,NNP,BLACKPINK,1
바름,NNP,BLACKPINK,1
바보,NNP,BLACKPINK,2
바보인가,NNP,BLACKPINK,1
박차면,NNP,BLACKPINK,1
반복,NNP,BLACKPINK,1
반했어,NNP,BLACKPINK,1
받들어,NNP,BLACKPINK,1
밝아질수록,NNP,BLACKPINK,1
밝은,NNP,BLACKPINK,1
밤,NNP,BLACKPINK,10
밤에도,NNP,BLACKPINK,1
밤은,NNP,BLACKPINK,1
밤을,NNP,BLACKPINK,1
밤이,JJ,BLACKPINK,1
밤이,NNP,BLACKPINK,3
밤인,NNP,BLACKPINK,3
방,NNP,BLACKPINK,1
방금,NNP,BLACKPINK,1
방아쇠를,NNP,BLACKPINK,1
방에,NNP,BLACKPINK,1
배로,NNP,BLACKPINK,1
백,NN,BLACKPINK,1
백,NNP,BLACKPINK,1
뱉어야,NNP,BLACKPINK,1
뱉은,NNP,BLACKPINK,1
버려줄,NNP,BLACKPINK,2
버리고,NNP,BLACKPINK,2
버릴,NNP,BLACKPINK,2
버킷리스트,NNP,BLACKPINK,1
버티는,NNP,BLACKPINK,1
버틸,NNP,BLACKPINK,3
벅차기만,NNP,BLACKPINK,2
번,NNP,BLACKPINK,3
번복,NNP,BLACKPINK,1
벌음,NNP,BLACKPINK,1
벗겨졌어,NNP,BLACKPINK,1
벗어나,NNP,BLACKPINK,1
베기,NNP,BLACKPINK,1
벼랑,NNP,BLACKPINK,1
벽을,NNP,BLACKPINK,2
변하지,NNP,BLACKPINK,1
변해,NNP,BLACKPINK,1
별,NNP,BLACKPINK,1
별이,NNP,BLACKPINK,2
별이라도,NNP,BLACKPINK,1
보고,NNP,BLACKPINK,1
보기,NNP,BLACKPINK,2
보기를,NNP,BLACKPINK,1
보는,NNP,BLACKPINK,1
보니,NNP,BLACKPINK,2
보든,JJ,BLACKPINK,1
보듯이,NNP,BLACKPINK,2
보란,JJ,BLACKPINK,1
보며,NNP,BLACKPINK,1
보면,NNP,BLACKPINK,1
보여,NNP,BLACKPINK,1
보여봐,NNP,BLACKPINK,1
보여줄게,JJ,BLACKPINK,1
보이지만,NNP,BLACKPINK,1
보진,NNP,BLACKPINK,1
복잡한,NNP,BLACKPINK,1
본다고,NNP,BLACKPINK,1
볼,NNP,BLACKPINK,2
봐,NNP,BLACKPINK,3
봐도,NNP,BLACKPINK,4
부는,NNP,BLACKPINK,1
부셔올,NNP,BLACKPINK,1
부숴버리고,NNP,BLACKPINK,2
부어라,NNP,BLACKPINK,1
분위기가,NNP,BLACKPINK,2
분홍빛이,NN,BLACKPINK,1
분홍빛이,NNP,BLACKPINK,1
불,JJ,BLACKPINK,2
불,NNP,BLACKPINK,1
불길,NNP,BLACKPINK,3
불꽃같이,NNP,BLACKPINK,1
불러,NNP,BLACKPINK,2
불러줘,NNP,BLACKPINK,1
불빛은,NNP,BLACKPINK,1
불수록,NNP,BLACKPINK,1
불쌍해,IN,BLACKPINK,1
불쌍해,NNP,BLACKPINK,1
불쌍해하지,NNP,BLACKPINK,3
불씨,NNP,BLACKPINK,1
불안한,NNP,BLACKPINK,1
불안해,NNP,BLACKPINK,1
불어라,NNP,BLACKPINK,1
불을,NNP,BLACKPINK,4
불장난,JJ,BLACKPINK,2
불장난,NNP,BLACKPINK,5
붉은,NNP,BLACKPINK,1
붙은,NNP,BLACKPINK,1
비바람이,VB,BLACKPINK,1
비슷한,JJ,BLACKPINK,2
비싼,NNP,Lady Gaga & BLACKPINK,1
비웃어라,NNP,BLACKPINK,2
비워내고,NNP,BLACKPINK,1
비친,NNP,BLACKPINK,1
빈,NNP,BLACKPINK,2
빈자리,NNP,BLACKPINK,1
빛이,NNP,BLACKPINK,1
빠르게,NNP,BLACKPINK,2
빠름,NNP,BLACKPINK,1
빨간,NNP,BLACKPINK,1
빨랐던,NNP,BLACKPINK,1
빨러,NNP,BLACKPINK,1
빨리,NNP,BLACKPINK,3
뺏지,NNP,BLACKPINK,1
뻔하디,NNP,BLACKPINK,1
뻔한,NNP,BLACKPINK,1
뻔해,NNP,BLACKPINK,2
뻗어봐도,NNP,BLACKPINK,1
뼛속까지,NNP,BLACKPINK,1
뽀뽀,NNP,BLACKPINK,1
삐끗,NNP,BLACKPINK,1
사거리,JJ,BLACKPINK,1
사계절이,NNP,BLACKPINK,1
사람,JJ,BLACKPINK,1
사람,NNP,BLACKPINK,3
사람들과의,NNP,BLACKPINK,1
사람들처럼,NNP,BLACKPINK,1
사람은,NNP,BLACKPINK,1
사랑,NNP,BLACKPINK,3
사랑은,NNP,BLACKPINK,6
사랑을,NNP,BLACKPINK,3
사랑의,NNP,BLACKPINK,2
사랑이,NNP,BLACKPINK,1
사랑이란,NNP,BLACKPINK,1
사랑인,NNP,BLACKPINK,3
사랑하니,NNP,BLACKPINK,2
사랑해,NNP,BLACKPINK,3
사방으로,NNP,BLACKPINK,1
사실은,VBP,BLACKPINK,1
살쪄도,NNP,BLACKPINK,1
상상해봐,NN,BLACKPINK,1
상처를,NNP,BLACKPINK,1
상처만,NNP,BLACKPINK,3
상처투성인,NNP,BLACKPINK,1
상해,NNP,BLACKPINK,1
새로운,NNS,BLACKPINK,1
새빨간,NNP,BLACKPINK,1
색깔은,NNP,BLACKPINK,1
생각나,NNP,BLACKPINK,1
생각들,NNP,BLACKPINK,3
생각은,NNP,BLACKPINK,1
생각하는,NNP,BLACKPINK,1
생각해,NNP,BLACKPINK,8
서툰,VBP,BLACKPINK,2
설레,NNP,BLACKPINK,1
설레게,NNP,BLACKPINK,2
설렘을,NNP,BLACKPINK,1
설렘이,NNP,BLACKPINK,1
세게,NNP,BLACKPINK,1
세상,NNP,BLACKPINK,4
세상에,NNP,BLACKPINK,1
세상에서,NNP,BLACKPINK,1
세상은,NNP,BLACKPINK,2
세상을,NNP,BLACKPINK,2
세상이,NNP,BLACKPINK,2
셀,NNP,BLACKPINK,1
셋,NNP,BLACKPINK,2
소리,NNP,BLACKPINK,3
소리가,NNP,BLACKPINK,2
소릴,NNP,Lady Gaga & BLACKPINK,1
소용없다,NNP,BLACKPINK,2
소용없어,NNP,BLACKPINK,1
속,NNP,BLACKPINK,2
속더라도,NNP,BLACKPINK,1
속도,NNP,BLACKPINK,1
속삭이곤,NNP,BLACKPINK,1
속에,NNP,BLACKPINK,4
속엔,NNP,BLACKPINK,1
속으로,NNP,BLACKPINK,1
손목에,NNP,BLACKPINK,1
손엔,NNP,BLACKPINK,2
손을,NNP,BLACKPINK,1
손이,NNP,BLACKPINK,1
수,NNP,BLACKPINK,22
수가,NNP,BLACKPINK,4
순,NNP,BLACKPINK,3
순간이,NNP,BLACKPINK,2
술은,NNP,BLACKPINK,1
숨결이,NNP,BLACKPINK,1
숨겼던,NNP,BLACKPINK,3
숨통을,NNP,BLACKPINK,2
쉽게,NN,BLACKPINK,1
쉽게,NNP,BLACKPINK,4
쉽지,NNP,BLACKPINK,1
스쳐가는,NNP,BLACKPINK,1
슬픈,NNP,BLACKPINK,2
시간만큼,NNP,BLACKPINK,1
시간은,NNP,BLACKPINK,2
시간을,NNP,BLACKPINK,2
시간이,NNP,BLACKPINK,2
시계,NNP,BLACKPINK,1
시동을,NNP,BLACKPINK,1
시원한,JJ,BLACKPINK,1
시작이야,VBP,BLACKPINK,1
실컷,JJ,BLACKPINK,2
실컷,NNP,BLACKPINK,1
싫어하건,NNP,BLACKPINK,1
싫었던,NNP,BLACKPINK,1
심장에,NNP,BLACKPINK,1
심장은,NNP,BLACKPINK,1
심장을,NNP,BLACKPINK,1
심장의,NNP,BLACKPINK,2
심장이,NNP,BLACKPINK,2
싶어,NNP,BLACKPINK,6
싹,NNP,BLACKPINK,2
싹둑싹둑,VBP,BLACKPINK,1
씩씩하게,NNP,BLACKPINK,1
씹지마,NNP,BLACKPINK,1
아냐,NNP,BLACKPINK,4
아냐,VBP,BLACKPINK,1
아니길,NN,BLACKPINK,1
아니길,NNP,BLACKPINK,3
아니야,NNP,BLACKPINK,1
아니었던,NNP,BLACKPINK,1
아닌,NNP,BLACKPINK,1
아래,NNP,BLACKPINK,2
아름다워,NNP,BLACKPINK,1
아마,NN,BLACKPINK,1
아마,NNP,BLACKPINK,2
아무,FW,BLACKPINK,2
아무,NNP,BLACKPINK,4
아무리,NNP,BLACKPINK,1
아물면,NNP,BLACKPINK,1
아쉬울,NNP,BLACKPINK,1
아이,NNP,BLACKPINK,1
아주,NNP,BLACKPINK,1
아직,NNP,BLACKPINK,6
아직은,NNP,BLACKPINK,2
아파도,JJ,BLACKPINK,3
아파도,NNP,BLACKPINK,2
아프고,NNP,BLACKPINK,1
아프다,NNP,BLACKPINK,1
아프더라도,NNP,BLACKPINK,1
아플까,NNP,BLACKPINK,1
아픔,JJ,BLACKPINK,2
아픔,NNP,BLACKPINK,1
아픔도,NNP,BLACKPINK,1
아픔없인,JJ,BLACKPINK,1
아픔을,NNP,BLACKPINK,1
아픔이,NNP,BLACKPINK,1
악마,NNP,BLACKPINK,1
안,NNP,BLACKPINK,9
안쓰러워,NNP,BLACKPINK,1
안아줘,NNP,BLACKPINK,4
앉아,NNP,BLACKPINK,1
않아,NNP,BLACKPINK,9
않은,NNP,BLACKPINK,2
않을,NNP,BLACKPINK,1
않지,NNP,BLACKPINK,1
알아,NNP,BLACKPINK,1
알아갈수록,NNP,BLACKPINK,1
알아서,JJ,BLACKPINK,1
알아주길,NNP,BLACKPINK,1
알잖아,NNP,BLACKPINK,1
암만,NNP,BLACKPINK,1
앞에선,NNP,BLACKPINK,1
애가,NNP,BLACKPINK,1
애써,NNP,BLACKPINK,5
애써서,JJ,BLACKPINK,1
애타게,NNP,BLACKPINK,2
애태우고,NNP,BLACKPINK,2
약속은,NNP,BLACKPINK,1
약인지,NNP,BLACKPINK,1
약하진,NNP,BLACKPINK,1
양아치,NNP,BLACKPINK,1
어긋난,NNP,BLACKPINK,1
어김없이,NNP,Lady Gaga & BLACKPINK,1
어느새,NNP,BLACKPINK,1
어두운,NNP,BLACKPINK,4
어두운,VBP,BLACKPINK,1
어두울까,VBD,BLACKPINK,1
어둠이,NNP,BLACKPINK,1
어디가,NNP,BLACKPINK,1
어디서든,NNP,BLACKPINK,1
어떡해,NNP,BLACKPINK,3
어떨지,NNP,BLACKPINK,1
어떻게,NNP,BLACKPINK,2
어려운,NNP,BLACKPINK,2
어려워,NNP,BLACKPINK,3
어색하게,NNP,BLACKPINK,1
어색한,NNP,BLACKPINK,1
어이없어,NNP,BLACKPINK,1
어장,NNP,BLACKPINK,1
어지러워,NNP,BLACKPINK,1
어쩌겠다는,NNP,BLACKPINK,2
어쩔,NNP,BLACKPINK,3
어차피,NNP,BLACKPINK,3
억지스런,NNP,BLACKPINK,1
언제나,NNP,BLACKPINK,2
얼굴에,NNP,BLACKPINK,1
얼굴이,NNP,BLACKPINK,1
얼어,NNP,BLACKPINK,1
얼음,NNP,BLACKPINK,1
엄마,NNP,BLACKPINK,1
엄마도,NNP,BLACKPINK,1
엄만,NNP,BLACKPINK,1
없게,NNP,BLACKPINK,4
없는,FW,BLACKPINK,2
없는,NNP,BLACKPINK,13
없는,NNP,Lady Gaga & BLACKPINK,1
없다고,NNP,BLACKPINK,3
없다면,NNP,BLACKPINK,2
없어,IN,BLACKPINK,3
없어,NNP,BLACKPINK,16
없으나,NNP,BLACKPINK,1
없을,NNP,BLACKPINK,1
없이,NNP,BLACKPINK,8
없인,NNP,BLACKPINK,2
없잖아,NNP,BLACKPINK,4
엉켜버린,NNP,BLACKPINK,3
여왕벌처럼,NNP,BLACKPINK,1
여자,NNP,BLACKPINK,2
여전히,NNP,BLACKPINK,1
연락은,NNP,BLACKPINK,1
영원한,JJ,BLACKPINK,1
영원할,NNP,BLACKPINK,3
옆에,NNP,BLACKPINK,3
옆엔,NNP,BLACKPINK,1
예쁘장한,NNP,BLACKPINK,5
예쁘장한,VBP,BLACKPINK,2
예쁜,NNP,BLACKPINK,2
오게,NNP,BLACKPINK,1
오글거려,NNP,BLACKPINK,1
오늘,NNP,BLACKPINK,6
오늘은,JJ,BLACKPINK,1
오늘은,NNP,BLACKPINK,4
오늘이,JJ,BLACKPINK,2
오늘처럼,NNP,BLACKPINK,2
오빠,NNP,BLACKPINK,4
오빠야,NNP,BLACKPINK,1
오직,NN,BLACKPINK,1
오질,NNP,BLACKPINK,1
온,JJ,BLACKPINK,1
온,NNP,BLACKPINK,1
올,NNP,BLACKPINK,1
올라,NNP,BLACKPINK,2
옷,NNP,BLACKPINK,1
와버렸는걸,NNP,BLACKPINK,1
왔다,JJ,BLACKPINK,1
왔다,NNP,BLACKPINK,1
왜,NNP,BLACKPINK,4
외로울,NN,BLACKPINK,1
외로웠던,NNP,BLACKPINK,1
외치는,NNP,BLACKPINK,1
외톨이,NNP,BLACKPINK,1
우리,JJ,BLACKPINK,1
우리,NNP,BLACKPINK,7
우리가,NNP,BLACKPINK,1
우린,NNP,BLACKPINK,7
우릴,NNP,BLACKPINK,2
울려대는,NNP,BLACKPINK,1
울리는데,NNP,BLACKPINK,2
울릴까,NNP,BLACKPINK,1
웃어보다,NNP,BLACKPINK,1
웃어주는,NNP,BLACKPINK,2
웃어주지만,NNP,BLACKPINK,1
웃어줄게,FW,BLACKPINK,2
웃었던,NNP,BLACKPINK,1
웃을,NNP,BLACKPINK,1
원치,NNP,BLACKPINK,1
원하는,NNP,BLACKPINK,1
원하면,NNP,BLACKPINK,2
원하면,VB,BLACKPINK,1
원한,JJ,BLACKPINK,3
원한다고,NNP,BLACKPINK,3
원한다면,NNP,BLACKPINK,1
원할,NNP,BLACKPINK,1
원해,NNP,BLACKPINK,4
원했다면,NNP,BLACKPINK,2
위로하고,NNP,BLACKPINK,1
위에,NNP,BLACKPINK,2
위한,NNP,BLACKPINK,3
위해,NNP,BLACKPINK,1
위해서,NNP,BLACKPINK,2
위험하게,NNP,BLACKPINK,1
유난히,NNP,BLACKPINK,1
유일한,NNP,BLACKPINK,1
은하수로,NNP,BLACKPINK,1
의미가,NNP,BLACKPINK,3
이,JJ,BLACKPINK,1
이,NNP,BLACKPINK,19
이,VBP,BLACKPINK,3
이건,NNP,BLACKPINK,1
이게,NNP,BLACKPINK,1
이곳에,JJ,BLACKPINK,2
이곳에,NNP,BLACKPINK,2
이곳에서,NNP,BLACKPINK,1
이대로,NNP,BLACKPINK,2
이래,NNP,BLACKPINK,1
이랬다저랬다,NNP,BLACKPINK,1
이러쿵저러쿵,NNP,BLACKPINK,1
이런,NNP,BLACKPINK,1
이런,VBP,BLACKPINK,1
이렇게,NNP,BLACKPINK,7
이렇게,VBP,BLACKPINK,2
이름,NNP,BLACKPINK,1
이미,NNP,BLACKPINK,2
이상,NNP,BLACKPINK,1
이유는,NNP,BLACKPINK,2
이제,NN,BLACKPINK,1
이제,NNP,BLACKPINK,3
이제,VBP,BLACKPINK,1
이제는,NNP,BLACKPINK,1
이제서야,NNP,BLACKPINK,2
이젠,NNP,BLACKPINK,10
인기를,NNP,BLACKPINK,1
인연이,NNP,BLACKPINK,1
인해,VBZ,BLACKPINK,1
일,NNP,BLACKPINK,1
일도,FW,BLACKPINK,2
일지도,NNP,BLACKPINK,2
잃은,JJ,BLACKPINK,1
잃을,NNP,BLACKPINK,3
입,NNP,BLACKPINK,1
입만,NNP,BLACKPINK,1
입술은,NNP,BLACKPINK,1
있게,NNP,BLACKPINK,3
있는,NNP,BLACKPINK,2
있다,NNP,BLACKPINK,1
있던,NNP,BLACKPINK,1
있어,NNP,BLACKPINK,2
있어도,NNP,BLACKPINK,1
있어줘,NNP,BLACKPINK,1
있었을,NNP,BLACKPINK,1
있으나,NNP,BLACKPINK,1
있으니까,NNP,BLACKPINK,1
있으면,NNP,BLACKPINK,2
있을,NNP,BLACKPINK,1
있을까,NNP,BLACKPINK,1
있잖아,NNP,BLACKPINK,2
잊을,NNP,BLACKPINK,9
잊지,NNP,BLACKPINK,1
자꾸,NNP,BLACKPINK,2
자름,JJ,BLACKPINK,1
자리에,NNP,BLACKPINK,2
자존심,NNP,BLACKPINK,1
자태부터,NNP,BLACKPINK,1
잘,NNP,BLACKPINK,5
잘못,NN,BLACKPINK,1
잘하지,NNP,BLACKPINK,1
잘해,NNP,BLACKPINK,1
잠,NNP,BLACKPINK,1
잠깐,JJ,BLACKPINK,1
잠깐,NNP,BLACKPINK,2
잠깐,VB,BLACKPINK,1
잠시도,NNP,BLACKPINK,3
잡겠다고,NNP,BLACKPINK,1
잡고,NNP,BLACKPINK,3
잡아도,NNP,BLACKPINK,1
잡아줘,NNP,BLACKPINK,1
잡히지,NNP,BLACKPINK,1
잡힐,NNP,BLACKPINK,1
장난이,NNP,BLACKPINK,1
저,NNP,BLACKPINK,7
전,NNP,BLACKPINK,1
전부를,NNP,BLACKPINK,2
전에,NNP,BLACKPINK,3
전화가,NNP,BLACKPINK,1
전화번호,NNP,BLACKPINK,1
절대,JJ,BLACKPINK,1
절대,NNP,BLACKPINK,4
젊음을,NNP,BLACKPINK,1
젊음이,NNP,BLACKPINK,2
점점,NNP,BLACKPINK,3
정도,NNP,BLACKPINK,1
정도는,NNP,BLACKPINK,1
정돈,NNP,BLACKPINK,1
정리해,NNP,BLACKPINK,1
정말,NNP,BLACKPINK,2
정신,NNP,BLACKPINK,2
정신을,NNP,BLACKPINK,2
제멋대로,NNP,BLACKPINK,1
조심하라고,NNP,BLACKPINK,1
좀,NNP,BLACKPINK,2
좋건,NNP,BLACKPINK,1
좋아,NNP,BLACKPINK,12
좋아하던,NNP,BLACKPINK,1
주워,NNP,BLACKPINK,1
주위의,NNP,BLACKPINK,1
주인공은,NNP,BLACKPINK,1
죽을,NNP,BLACKPINK,1
줄,NNP,BLACKPINK,1
줌의,NNP,BLACKPINK,1
중독을,JJ,BLACKPINK,1
중에,NNP,BLACKPINK,1
줘,NNP,BLACKPINK,2
줬어야,NNP,BLACKPINK,1
줬지만,NNP,BLACKPINK,1
지금,JJ,BLACKPINK,3
지금,NN,BLACKPINK,1
지금,NNP,BLACKPINK,13
지금처럼,NNP,BLACKPINK,1
지나치지,NNP,BLACKPINK,2
지난날은,NNP,BLACKPINK,1
지루해,NNP,BLACKPINK,1
지를,NNP,BLACKPINK,2
지름,NNP,BLACKPINK,1
지우게,NNP,BLACKPINK,1
지웠어,NNP,BLACKPINK,1
지하까지,NNP,BLACKPINK,1
직진,NNP,BLACKPINK,1
진짜,NNP,BLACKPINK,1
질러,NNP,Lady Gaga & BLACKPINK,1
질러줘,NNP,BLACKPINK,2
질투가,NNP,BLACKPINK,1
집착할,JJ,BLACKPINK,3
짖는,NNP,BLACKPINK,2
짜릿하게,JJ,BLACKPINK,1
짠,NNP,BLACKPINK,1
짠짠짠,NNP,BLACKPINK,1
찢어버린,NNP,BLACKPINK,1
차는,NNP,BLACKPINK,1
차라리,NNP,BLACKPINK,1
차리고,NNP,BLACKPINK,2
착각,NNP,BLACKPINK,1
착각하지,NNP,BLACKPINK,2
착한,JJ,BLACKPINK,1
착한,NNP,BLACKPINK,2
창가에,NNP,BLACKPINK,1
창문,NNP,BLACKPINK,1
창피하다가도,NNP,BLACKPINK,1
찾아서,NNP,BLACKPINK,2
찾아오는,NNP,BLACKPINK,1
찾을,NNP,BLACKPINK,3
찾을까,NNP,BLACKPINK,1
채,NNP,BLACKPINK,3
채로,NNP,BLACKPINK,2
채론,NNP,BLACKPINK,1
처음,NNP,BLACKPINK,3
척은,NNP,BLACKPINK,2
척이란,NNP,Lady Gaga & BLACKPINK,1
천사,JJ,BLACKPINK,1
천천히,NNP,BLACKPINK,1
철,NNP,BLACKPINK,1
쳐다,VBZ,BLACKPINK,1
초라한,NNP,BLACKPINK,1
추락했던,NNP,BLACKPINK,1
축배를,NNP,BLACKPINK,1
출,NNP,BLACKPINK,2
춤을,NNP,BLACKPINK,2
춤추고,NNP,BLACKPINK,2
춤추는,NNP,BLACKPINK,3
춤추던,NNP,BLACKPINK,2
춤추러,NNP,BLACKPINK,1
치며,NNP,BLACKPINK,2
침묵이,NNP,BLACKPINK,1
카펫부터,NNP,BLACKPINK,1
칼로,NNP,BLACKPINK,1
캄캄한,JJ,BLACKPINK,1
캄캄한,NNP,BLACKPINK,3
커져가는,NNP,BLACKPINK,1
코피가,NNP,BLACKPINK,1
콩깍지,NNP,BLACKPINK,1
크게,NNP,BLACKPINK,1
크니까,NNP,BLACKPINK,1
키스해줘,NNP,BLACKPINK,3
타,NNP,BLACKPINK,1
타오르게,NNP,BLACKPINK,2
타오르는,NNP,BLACKPINK,1
태도,NNP,BLACKPINK,1
태워버리게,NNP,BLACKPINK,1
택해,NNP,BLACKPINK,1
터질,NNP,BLACKPINK,3
테니까,NNP,BLACKPINK,2
툭,NNP,Lady Gaga & BLACKPINK,1
툭하면,JJ,BLACKPINK,1
특별해,NNP,BLACKPINK,2
틀린다면,NNP,BLACKPINK,1
파라,NNP,BLACKPINK,4
파라파라,NNP,BLACKPINK,5
파란,NNP,BLACKPINK,1
파람,NNP,BLACKPINK,12
판다고,NNP,BLACKPINK,3
팡팡,NNP,BLACKPINK,1
팡팡팡,NNP,BLACKPINK,2
퍼져,NNP,BLACKPINK,1
편해,NNP,BLACKPINK,1
포장한,NNP,Lady Gaga & BLACKPINK,1
표정,NNP,Lady Gaga & BLACKPINK,1
피게,NNP,BLACKPINK,1
피눈물,NNP,BLACKPINK,1
필요,NNP,BLACKPINK,2
하게,NNP,BLACKPINK,1
하고,NNP,BLACKPINK,1
하고파,NNP,BLACKPINK,1
하나,NNP,BLACKPINK,4
하나만,NNP,BLACKPINK,1
하나에,NNP,Lady Gaga & BLACKPINK,1
하는,NNP,BLACKPINK,7
하늘,NNP,BLACKPINK,3
하늘을,NNP,BLACKPINK,2
하늘의,NNP,BLACKPINK,1
하니까,NNP,BLACKPINK,2
하던,NN,BLACKPINK,1
하루도,NNP,BLACKPINK,4
하면,NNP,BLACKPINK,1
하지,NNP,BLACKPINK,1
하찮은,VBP,BLACKPINK,2
하하,NNP,BLACKPINK,1
한,NNP,BLACKPINK,1
한가득,NNP,BLACKPINK,1
한눈,NNP,BLACKPINK,3
한마디,NNP,BLACKPINK,1
한마디면,NNP,BLACKPINK,1
한마디보단,NNP,BLACKPINK,1
한바탕,NNP,BLACKPINK,2
한번,NNP,BLACKPINK,1
한여름,NNP,BLACKPINK,1
할,NNP,BLACKPINK,1
함께라면,NNP,BLACKPINK,2
함께하는,NNP,BLACKPINK,3
함부로,NNP,BLACKPINK,1
해,NNP,BLACKPINK,13
해내지,NNP,BLACKPINK,2
해도,NNP,BLACKPINK,5
해봐,NNP,BLACKPINK,1
해주면,NNP,BLACKPINK,1
해줄,NNP,BLACKPINK,1
했다,NNP,BLACKPINK,2
했어,NNP,BLACKPINK,3
행복해,NNP,BLACKPINK,4
향기는,NNP,BLACKPINK,2
향한,NNP,BLACKPINK,3
향해,NNP,BLACKPINK,1
허리를,NNP,BLACKPINK,1
헤매는,NNP,BLACKPINK,2
헤벌레,NNP,BLACKPINK,1
호호,NNP,BLACKPINK,1
혹시,NNP,BLACKPINK,1
혹시나,NNP,BLACKPINK,1
혹시라도,NNP,BLACKPINK,1
혹해,VBP,BLACKPINK,1
혼자,NNP,BLACKPINK,1
혼자가,NNP,BLACKPINK,2
혼자여도,NNP,BLACKPINK,3
홀로,NNP,BLACKPINK,2
환하게,NNP,BLACKPINK,2
활짝,NNP,BLACKPINK,1
후회,NNP,BLACKPINK,4
후회한,NNP,BLACKPINK,2
훅,NNP,BLACKPINK,1
휘,JJ,BLACKPINK,4
휘,NNP,BLACKPINK,4
휘파람,NNP,BLACKPINK,4
휘파람처럼,NNP,BLACKPINK,1
흐르게,NNP,BLACKPINK,1
흔한,NNP,BLACKPINK,3
흘러가는데,NNP,BLACKPINK,1
히히,NNP,BLACKPINK,1
